Record,Spp #,Species,Length (mm),Weight (g),Length (in),Weight (lbs),Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,TimeSet,TimePulled,HoursSet,H2O Temp (F),H2O Temp (C),NetNumb,NetCount,Condition (Fulton's K),Condition Filtered,Strategy,Length (cm),100 mm Group
82961,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,60,,Sandhill,19,2,,Spring,16:34,9:58,17.4,,,570,1,,FALSE,Transition,,
82117,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,38,,South Black Lake,2,2,,Spring,16:52,10:25,17.55,,,557,1,,FALSE,Transition,,
82232,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,41,,South of Far South Tobacco,5,2,,Spring,17:01,10:26,17.42,,,559,1,,FALSE,Transition,,
82675,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,68,,South Sophie,14,2,,Spring,16:10,9:10,17,,,566,1,,FALSE,Transition,,
82352,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,37,,South Tobacco,7,2,,Spring,17:10,11:15,18.08,,,561,1,,FALSE,Transition,,
84430,29,PEA,262,136,10.31,0.3,,,5,15,2001,5/15/2001,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,16:10,9:43,17.55,,,574,1,75.62,TRUE,Transition,26,200
84846,29,PEA,,,,,,,5,15,2001,5/15/2001,Koocanusa,Rexford,31,,Mid Sophie,15,2,,Spring,15:05,12:04,20.98,,,581,1,,FALSE,Transition,,
84324,29,PEA,302,266,11.89,0.59,,,5,15,2001,5/15/2001,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,15:59,9:30,17.52,,,572,1,96.57,TRUE,Transition,30,300
84582,29,PEA,,,,,,,5,15,2001,5/15/2001,Koocanusa,Rexford,55,,North of North Point Tobacco,9,2,,Spring,14:40,10:59,20.32,,,577,1,,FALSE,Transition,,
84645,29,PEA,,,,,,,5,15,2001,5/15/2001,Koocanusa,Rexford,48,,North Point Dodge,10,2,,Spring,15:43,12:58,21.25,,,578,1,,FALSE,Transition,,
84687,29,PEA,,,,,,,5,15,2001,5/15/2001,Koocanusa,Rexford,69,,North Point Murray,13,2,,Spring,14:51,11:11,20.33,,,579,1,,FALSE,Transition,,
84530,29,PEA,,,,,,,5,15,2001,5/15/2001,Koocanusa,Rexford,95,,North Point Tobacco,8,2,,Spring,14:36,10:32,19.93,,,576,1,,FALSE,Transition,,
84913,29,PEA,,,,,,,5,15,2001,5/15/2001,Koocanusa,Rexford,66,,North Point Young,17,2,,Spring,15:25,12:25,21,,,582,1,,FALSE,Transition,,
84968,29,PEA,,,,,,,5,15,2001,5/15/2001,Koocanusa,Rexford,96,,North Sophie,18,2,,Spring,15:15,12:16,21.02,,,583,1,,FALSE,Transition,,
85052,29,PEA,,,,,,,5,15,2001,5/15/2001,Koocanusa,Rexford,87,,Sandhill,19,2,,Spring,15:32,12:36,21.07,,,584,1,,FALSE,Transition,,
84270,29,PEA,270,208,10.63,0.46,,,5,15,2001,5/15/2001,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,15:54,9:24,17.5,,,571,1,105.67,TRUE,Transition,27,200
84375,29,PEA,,,,,,,5,15,2001,5/15/2001,Koocanusa,Rexford,61,,South of Far South Tobacco,5,2,,Spring,16:04,9:36,17.53,,,573,1,,FALSE,Transition,,
84774,29,PEA,,,,,,,5,15,2001,5/15/2001,Koocanusa,Rexford,90,,South Sophie,14,2,,Spring,14:57,11:54,20.95,,,580,1,,FALSE,Transition,,
84477,29,PEA,,,,,,,5,15,2001,5/15/2001,Koocanusa,Rexford,56,,South Tobacco,7,2,,Spring,16:15,10:15,18,,,575,1,,FALSE,Transition,,
85943,29,PEA,241,82,9.49,0.18,,,5,13,2002,5/13/2002,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,16:30,12:41,20.18,,,588,1,58.58,TRUE,Transition,24,200
86338,29,PEA,,,,,,,5,13,2002,5/13/2002,Koocanusa,Rexford,41,,Mid Sophie,15,2,,Spring,15:36,9:45,18.15,,,595,1,,FALSE,Transition,,
85840,29,PEA,,,,,,,5,13,2002,5/13/2002,Koocanusa,Rexford,29,,North Black Lake,3,2,,Spring,16:19,12:06,19.78,,,586,1,,FALSE,Transition,,
86104,29,PEA,,,,,,,5,13,2002,5/13/2002,Koocanusa,Rexford,32,,North of North Point Tobacco,9,2,,Spring,15:15,9:18,18.05,,,591,1,,FALSE,Transition,,
86160,29,PEA,,,,,,,5,13,2002,5/13/2002,Koocanusa,Rexford,48,,North Point Dodge,10,2,,Spring,16:02,11:15,19.22,,,592,1,,FALSE,Transition,,
86214,29,PEA,,,,,,,5,13,2002,5/13/2002,Koocanusa,Rexford,3,,North Point Murray,13,2,,Spring,15:23,9:30,18.12,,,593,1,,FALSE,Transition,,
86047,29,PEA,,,,,,,5,13,2002,5/13/2002,Koocanusa,Rexford,52,,North Point Tobacco,8,2,,Spring,15:10,11:36,20.43,,,590,1,,FALSE,Transition,,
86402,29,PEA,270,170,10.63,0.37,,,5,13,2002,5/13/2002,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,15:50,10:45,18.92,,,596,1,86.37,TRUE,Transition,27,200
86427,29,PEA,,,,,,,5,13,2002,5/13/2002,Koocanusa,Rexford,27,,North Sophie,18,2,,Spring,15:43,10:32,18.82,,,597,1,,FALSE,Transition,,
86516,29,PEA,,,,,,,5,13,2002,5/13/2002,Koocanusa,Rexford,46,,Sandhill,19,2,,Spring,15:56,11:00,19.07,,,598,1,,FALSE,Transition,,
85784,29,PEA,,,,,,,5,13,2002,5/13/2002,Koocanusa,Rexford,2,,South Black Lake,2,2,,Spring,16:14,12:00,19.77,,,585,1,,FALSE,Transition,,
85884,29,PEA,,,,,,,5,13,2002,5/13/2002,Koocanusa,Rexford,16,,South of Far South Tobacco,5,2,,Spring,16:24,12:13,19.82,,,587,1,,FALSE,Transition,,
86274,29,PEA,,,,,,,5,13,2002,5/13/2002,Koocanusa,Rexford,36,,South Sophie,14,2,,Spring,15:30,9:42,18.2,,,594,1,,FALSE,Transition,,
85988,29,PEA,,,,,,,5,13,2002,5/13/2002,Koocanusa,Rexford,64,,South Tobacco,7,2,,Spring,16:34,12:47,20.22,,,589,1,,FALSE,Transition,,
87910,29,PEA,,,,,,,5,13,2003,5/13/2003,Koocanusa,Rexford,26,,Far South Tobacco,6,2,,Spring,16:13,11:03,18.83,,,602,1,,FALSE,VARQ,,
88314,29,PEA,,,,,,,5,13,2003,5/13/2003,Koocanusa,Rexford,33,,Mid Sophie,15,2,,Spring,18:04,9:55,15.85,,,609,1,,FALSE,VARQ,,
87780,29,PEA,,,,,,,5,13,2003,5/13/2003,Koocanusa,Rexford,13,,North Black Lake,3,2,,Spring,16:02,10:52,18.83,,,600,1,,FALSE,VARQ,,
88071,29,PEA,,,,,,,5,13,2003,5/13/2003,Koocanusa,Rexford,5,,North of North Point Tobacco,9,2,,Spring,14:41,9:09,18.47,,,605,1,,FALSE,VARQ,,
88122,29,PEA,305,278,12.01,0.61,,,5,13,2003,5/13/2003,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,15:44,10:23,18.65,,,606,1,97.98,TRUE,VARQ,30,300
88167,29,PEA,,,,,,,5,13,2003,5/13/2003,Koocanusa,Rexford,10,,North Point Murray,13,2,,Spring,14:50,9:19,18.48,,,607,1,,FALSE,VARQ,,
88012,29,PEA,,,,,,,5,13,2003,5/13/2003,Koocanusa,Rexford,27,,North Point Tobacco,8,2,,Spring,14:36,9:02,18.43,,,604,1,,FALSE,VARQ,,
88382,29,PEA,,,,,,,5,13,2003,5/13/2003,Koocanusa,Rexford,38,,North Point Young,17,2,,Spring,15:21,10:10,18.82,,,610,1,,FALSE,VARQ,,
88441,29,PEA,176,49,6.93,0.11,,,5,13,2003,5/13/2003,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,15:13,10:03,18.83,,,611,1,89.88,TRUE,VARQ,17,100
88501,29,PEA,,,,,,,5,13,2003,5/13/2003,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,15:29,10:16,18.78,,,612,1,,FALSE,VARQ,,
87721,29,PEA,,,,,,,5,13,2003,5/13/2003,Koocanusa,Rexford,4,,South Black Lake,2,2,,Spring,14:41,9:09,18.47,,,599,1,,FALSE,VARQ,,
87850,29,PEA,,,,,,,5,13,2003,5/13/2003,Koocanusa,Rexford,44,,South of Far South Tobacco,5,2,,Spring,16:08,10:57,18.82,,,601,1,,FALSE,VARQ,,
88249,29,PEA,,,,,,,5,13,2003,5/13/2003,Koocanusa,Rexford,14,,South Sophie,14,2,,Spring,14:57,9:27,18.5,,,608,1,,FALSE,VARQ,,
87974,29,PEA,,,,,,,5,13,2003,5/13/2003,Koocanusa,Rexford,17,,South Tobacco,7,2,,Spring,16:20,11:09,18.82,,,603,1,,FALSE,VARQ,,
89553,29,PEA,,,,,,,5,11,2004,5/11/2004,Koocanusa,Rexford,18,,Far South Tobacco,6,2,,Spring,15:47,8:50,17.05,48,,616,1,,FALSE,VARQ,,
89918,29,PEA,,,,,,,5,11,2004,5/11/2004,Koocanusa,Rexford,19,,Mid Sophie,15,2,,Spring,14:47,10:01,19.23,48,,622,1,,FALSE,VARQ,,
89457,29,PEA,202,61,7.95,0.13,,,5,11,2004,5/11/2004,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,15:33,9:15,17.7,48,,614,1,74.01,TRUE,VARQ,20,200
89688,29,PEA,,,,,,,5,11,2004,5/11/2004,Koocanusa,Rexford,25,,North of North Point Tobacco,9,2,,Spring,14:10,8:32,18.37,48,,618,1,,FALSE,VARQ,,
89739,29,PEA,,,,,,,5,11,2004,5/11/2004,Koocanusa,Rexford,17,,North Point Dodge,10,2,,Spring,15:18,10:40,19.37,48,,619,1,,FALSE,VARQ,,
89792,29,PEA,,,,,,,5,11,2004,5/11/2004,Koocanusa,Rexford,32,,North Point Murray,13,2,,Spring,14:30,9:42,19.2,48,,620,1,,FALSE,VARQ,,
89641,29,PEA,,,,,,,5,11,2004,5/11/2004,Koocanusa,Rexford,19,,North Point Tobacco,8,2,,Spring,14:05,8:26,18.35,48,,617a,1,,FALSE,VARQ,,
89988,29,PEA,,,,,,,5,11,2004,5/11/2004,Koocanusa,Rexford,57,,North Point Young,17,2,,Spring,15:07,10:20,19.22,48,,623,1,,FALSE,VARQ,,
90044,29,PEA,,,,,,,5,11,2004,5/11/2004,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,14:55,10:10,19.25,48,,624,1,,FALSE,VARQ,,
90094,29,PEA,,,,,,,5,11,2004,5/11/2004,Koocanusa,Rexford,22,,Sandhill,19,2,,Spring,15:12,10:24,19.2,48,,625,1,,FALSE,VARQ,,
89430,29,PEA,284,198,11.18,0.44,,,5,11,2004,5/11/2004,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,15:27,9:10,17.72,48,,613,1,86.44,TRUE,VARQ,28,200
89502,29,PEA,250,118,9.84,0.26,,,5,11,2004,5/11/2004,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,15:40,9:22,17.7,48,,615,1,75.52,TRUE,VARQ,25,200
89850,29,PEA,,,,,,,5,11,2004,5/11/2004,Koocanusa,Rexford,9,,South Sophie,14,2,,Spring,14:37,9:50,19.22,48,,621,1,,FALSE,VARQ,,
89597,29,PEA,260,149,10.24,0.33,,,5,11,2004,5/11/2004,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,16:00,8:45,16.75,48,,617,1,84.77,TRUE,VARQ,26,200
90942,29,PEA,200,60,7.87,0.13,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,16:55,11:30,18.58,50.9,10.5,2060,1,75,TRUE,VARQ,20,200
91345,29,PEA,253,149,9.96,0.33,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,15:47,10:00,18.22,50.9,10.5,2067,1,92.01,TRUE,VARQ,25,200
90820,29,PEA,278,216,10.94,0.48,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,16:40,11:10,18.5,50.9,10.5,2058,1,100.54,TRUE,VARQ,27,200
91105,58,LS SU,503,1190,19.8,2.62,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,15:22,9:10,17.8,50.9,10.5,2063,1,93.51,TRUE,VARQ,50,500
91186,29,PEA,266,180,10.47,0.4,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,16:12,10:35,18.38,50.9,10.5,2064,1,95.64,TRUE,VARQ,26,200
91240,58,LS SU,393,702,15.47,1.55,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,15:30,9:20,17.83,50.9,10.5,2065,1,115.65,TRUE,VARQ,39,300
91052,29,PEA,258,132,10.16,0.29,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,15:14,9:00,17.77,50.9,10.5,2062,1,76.86,TRUE,VARQ,25,200
91367,58,LS SU,443,857,17.44,1.89,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,16:00,10:15,18.25,50.9,10.5,2068,1,98.58,TRUE,VARQ,44,400
91424,33,N PMN,491,1424,19.33,3.14,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,15:53,10:05,18.2,50.9,10.5,2069,1,120.3,TRUE,VARQ,49,400
91486,33,N PMN,641,2734,25.24,6.03,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,16:26,10:20,17.9,50.9,10.5,2070,1,103.81,TRUE,VARQ,64,600
90758,29,PEA,,,,,,,5,10,2005,5/10/2005,Koocanusa,Rexford,46,46,South Black Lake,2,2,,Spring,16:30,11:00,18.5,50.9,10.5,2057,1,,FALSE,VARQ,,
90883,29,PEA,209,68,8.23,0.15,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,16:45,11:20,18.58,50.9,10.5,2059,1,74.49,TRUE,VARQ,20,200
91289,29,PEA,300,198,11.81,0.44,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,15:40,9:30,17.83,50.9,10.5,2066,1,73.33,TRUE,VARQ,30,300
91005,29,PEA,270,168,10.63,0.37,,,5,10,2005,5/10/2005,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,17:00,10:45,17.75,50.9,10.5,2061,1,85.35,TRUE,VARQ,27,200
93040,29,PEA,270,174,10.63,0.38,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,spring,14:40,9:00,18.33,50,10,1,1,88.4,TRUE,VARQ,27,200
92648,33,N PMN,552,1960,21.73,4.32,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,Mid Sophie,15,2,,spring,15:45,10:10,18.42,50,10,5,1,116.53,TRUE,VARQ,55,500
92943,33,N PMN,535,1802,21.06,3.97,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,North Black Lake,3,2,,spring,15:00,9:15,18.25,50,10,6,1,117.68,TRUE,VARQ,53,500
93180,29,PEA,263,175,10.35,0.39,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,spring,16:05,9:50,17.75,50,10,7,1,96.2,TRUE,VARQ,26,200
92495,29,PEA,182,50,7.17,0.11,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,North Point Dodge,10,2,,spring,15:15,10:50,19.58,50,10,13,1,82.94,TRUE,VARQ,18,100
92547,29,PEA,280,192,11.02,0.42,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,North Point Murray,13,2,,spring,16:00,9:55,17.92,50,10,14,1,87.46,TRUE,VARQ,28,200
93124,29,PEA,210,69,8.27,0.15,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,spring,16:10,9:30,17.33,50,10,2,1,74.51,TRUE,VARQ,21,200
92706,58,LS SU,382,560,15.04,1.23,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,North Point Young,17,2,,spring,15:30,10:30,19,50,10,4,1,100.46,TRUE,VARQ,38,300
92766,29,PEA,261,186,10.28,0.41,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,North Sophie,18,2,,spring,15:40,10:20,18.66,50,10,12,1,104.61,TRUE,VARQ,26,200
92840,29,PEA,256,134,10.08,0.3,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,Sandhill,19,2,,spring,15:25,10:40,18.25,50,10,8,1,79.87,TRUE,VARQ,25,200
92892,29,PEA,240,124,9.45,0.27,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,South Black Lake,2,2,,spring,15:05,9:20,18.25,50,10,9,1,89.7,TRUE,VARQ,24,200
92991,29,PEA,282,210,11.1,0.46,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,spring,14:53,9:05,19.2,50,10,11,1,93.64,TRUE,VARQ,28,200
92594,58,LS SU,432,796,17.01,1.75,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,South Sophie,14,2,,spring,15:55,10:00,18.08,50,10,3,1,98.73,TRUE,VARQ,43,400
93088,29,PEA,245,136,9.65,0.3,,,5,10,2006,5/10/2006,Koocanusa,Rexford,1,,South Tobacco,7,2,,spring,14:45,8:50,18.08,50,10,10,1,92.48,TRUE,VARQ,24,200
94283,29,PEA,242,112,9.53,0.25,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,spring,17:30,10:27,16.95,56.5,13.6,35,1,79.03,TRUE,VARQ,24,200
94773,1,RB,352,372,13.86,0.82,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,LKGN001,Mid Sophie,15,2,,spring,16:15,9:05,16.83,56.5,13.6,42,1,85.29,TRUE,VARQ,35,300
94168,33,N PMN,470,1292,18.5,2.85,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,North Black Lake,3,2,,spring,17:13,10:37,17.4,56.5,13.6,33,1,124.44,TRUE,VARQ,47,400
94474,29,PEA,231,98,9.09,0.22,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,spring,15:51,9:41,17.83,56.5,13.6,38,1,79.5,TRUE,VARQ,23,200
94551,29,PEA,301,249,11.85,0.55,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,North Point Dodge,10,2,,spring,16:55,10:05,17.17,56.5,13.6,39,1,91.31,TRUE,VARQ,30,300
94613,29,PEA,199,55,7.83,0.12,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,North Point Murray,13,2,,spring,16:00,9:20,17.33,56.5,13.6,40,1,69.79,TRUE,VARQ,19,100
94396,29,PEA,294,229,11.57,0.5,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,spring,15:37,11:20,19.72,56.5,13.6,37,1,90.11,TRUE,VARQ,29,200
94854,29,PEA,231,94,9.09,0.21,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,North Point Young,17,2,,spring,16:43,9:50,17.12,56.5,13.6,43,1,76.26,TRUE,VARQ,23,200
94936,33,N PMN,485,1384,19.09,3.05,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,North Sophie,18,2,,spring,16:26,8:56,16.5,56.5,13.6,44,1,121.31,TRUE,VARQ,48,400
95002,29,PEA,259,136,10.2,0.3,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,Sandhill,19,2,,spring,16:48,10:00,17.2,56.5,13.6,45,1,78.28,TRUE,VARQ,25,200
94115,58,LS SU,465,1108,18.31,2.44,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,South Black Lake,2,2,,spring,17:06,10:46,17.67,56.5,13.6,32,1,110.2,TRUE,VARQ,46,400
94220,29,PEA,283,202,11.14,0.44,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,spring,17:20,10:32,17.2,56.5,13.6,34,1,89.12,TRUE,VARQ,28,200
94680,29,PEA,236,97,9.29,0.21,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,South Sophie,14,2,,spring,16:07,9:12,17.08,56.5,13.6,41,1,73.8,TRUE,VARQ,23,200
94344,29,PEA,215,76,8.46,0.17,,,5,21,2007,5/21/2007,Koocanusa,Rexford,1,,South Tobacco,7,2,,spring,17:35,11:45,18.17,56.5,13.6,36,1,76.47,TRUE,VARQ,21,200
96207,5,BULL,503,1301,19.8,2.87,,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,15:36,11:20,19.73,48.2,9,65,1,102.23,TRUE,VARQ,50,500
96615,5,BULL,623,2290,24.53,5.04,Male,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,stomach with fish parts,Mid Sophie,15,2,,Spring,14:33,9:50,19.28,48.2,9,72,1,94.7,TRUE,VARQ,62,600
96109,5,BULL,293,227,11.54,0.5,,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,15:26,11:05,19.65,48.2,9,63,1,90.24,TRUE,VARQ,29,200
96353,5,BULL,787,,30.98,,,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,live release,North of North Point Tobacco,9,2,,Spring,14:15,9:00,18.75,48.2,9,68,1,,FALSE,VARQ,78,700
96413,5,BULL,433,750,17.05,1.65,,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,15:10,10:45,19.58,48.2,9,69,1,92.38,TRUE,VARQ,43,400
96466,5,BULL,350,366,13.78,0.81,Female,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,stomach empty,North Point Murray,13,2,,Spring,14:20,9:10,18.83,48.2,9,70,1,85.36,TRUE,VARQ,35,300
96305,5,BULL,399,592,15.71,1.3,,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,14:05,8:50,18.75,48.2,9,67,1,93.2,TRUE,VARQ,39,300
96683,58,LS SU,355,450,13.98,0.99,,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,14:55,10:12,19.28,48.2,9,73,1,100.58,TRUE,VARQ,35,300
96763,5,BULL,305,256,12.01,0.56,Female,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,14:46,10:00,19.23,48.2,9,74,1,90.23,TRUE,VARQ,30,300
96842,5,BULL,425,808,16.73,1.78,Male,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,empty stomach,Sandhill,19,2,,Spring,15:00,10:18,19.3,48.2,9,75,1,105.26,TRUE,VARQ,42,400
96045,5,BULL,559,,22.01,,,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,live release,South Black Lake,2,2,,Spring,15:20,11:00,19.67,48.2,9,62,1,,FALSE,VARQ,55,500
96164,5,BULL,353,391,13.9,0.86,,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,15:31,11:15,19.73,48.2,9,64,1,88.89,TRUE,VARQ,35,300
96538,5,BULL,382,385,15.04,0.85,Female,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,No otoliths,South Sophie,14,2,,Spring,14:26,9:15,18.82,48.2,9,71,1,69.07,TRUE,VARQ,38,300
96266,5,BULL,730,4434,28.74,9.77,Male,,5,13,2008,5/13/2008,Koocanusa,Rexford,1,No otoliths taken,South Tobacco,7,2,,Spring,15:40,11:26,19.77,48.2,9,66,1,113.98,TRUE,VARQ,73,700
98363,29,PEA,197,68,7.76,0.15,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,17:23,11:46,18.38,53,11.7,11,1,88.94,TRUE,Mainstem,19,100
97923,33,N PMN,494,1262,19.45,2.78,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,16:12,9:47,17.58,53,11.7,4,1,104.68,TRUE,Mainstem,49,400
98234,29,PEA,230,101,9.06,0.22,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,17:12,11:36,18.4,53,11.7,9,1,83.01,TRUE,Mainstem,23,200
98507,29,PEA,238,121,9.37,0.27,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,15:48,9:25,17.62,53,11.7,14,1,89.75,TRUE,Mainstem,23,200
97736,29,PEA,270,180,10.63,0.4,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,16:53,10:57,18.07,53,11.7,1,1,91.45,TRUE,Mainstem,27,200
97785,29,PEA,265,176,10.43,0.39,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,16:00,9:34,17.57,53,11.7,2,1,94.57,TRUE,Mainstem,26,200
98462,29,PEA,248,140,9.76,0.31,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,15:42,9:20,17.63,53,11.7,13,1,91.79,TRUE,Mainstem,24,200
97991,29,PEA,222,79,8.74,0.17,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,16:39,10:39,18,53,11.7,5,1,72.21,TRUE,Mainstem,22,200
98050,33,N PMN,472,1034,18.58,2.28,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,16:25,9:59,17.57,53,11.7,6,1,98.33,TRUE,Mainstem,47,400
98130,29,PEA,302,268,11.89,0.59,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,16:48,10:49,18.02,53,11.7,7,1,97.3,TRUE,Mainstem,30,300
98181,29,PEA,295,204,11.61,0.45,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,17:05,11:28,18.38,53,11.7,8,1,79.46,TRUE,Mainstem,29,200
98295,29,PEA,188,60,7.4,0.13,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,17:18,11:41,18.38,53,11.7,10,1,90.3,TRUE,Mainstem,18,100
97848,29,PEA,275,190,10.83,0.42,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,16:05,9:40,17.58,53,11.7,3,1,91.36,TRUE,Mainstem,27,200
98416,29,PEA,242,120,9.53,0.26,,,5,18,2009,5/18/2009,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,17:28,11:09,17.68,53,11.7,12,1,84.67,TRUE,Mainstem,24,200
100057,29,PEA,245,158,9.65,0.35,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,15:33,11:38,20.08,55.4,,4,1,107.44,TRUE,Mainstem,24,200
99614,33,N PMN,444,942,17.48,2.07,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,14:25,10:17,19.87,55.4,,11,1,107.62,TRUE,Mainstem,44,400
99928,29,PEA,256,156,10.08,0.34,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,15:20,11:27,20.12,55.4,,2,1,92.98,TRUE,Mainstem,25,200
