Record,SppNumb,Species,Length_mm,Weight_g,Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,NetNumb,NetCount,Condition (Fulton's K),Condition Filtered,Strategy,100mmGroup
20926,8,KOK,419,698,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,202,,94.89,TRUE,Pre-Biop,400
20927,8,KOK,447,843,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,202,,94.39,TRUE,Pre-Biop,400
20919,8,KOK,449,834,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,202,1,92.14,TRUE,Pre-Biop,400
20920,8,KOK,452,889,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,202,,96.27,TRUE,Pre-Biop,400
20922,8,KOK,452,952,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,202,,103.09,TRUE,Pre-Biop,400
20923,8,KOK,459,943,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,202,,97.52,TRUE,Pre-Biop,400
20924,8,KOK,462,979,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,202,,99.28,TRUE,Pre-Biop,400
20944,8,KOK,365,390,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,203,,80.2,TRUE,Pre-Biop,300
20943,8,KOK,421,780,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,203,,104.53,TRUE,Pre-Biop,400
20940,8,KOK,431,671,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,203,1,83.81,TRUE,Pre-Biop,400
20941,8,KOK,434,843,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,203,,103.12,TRUE,Pre-Biop,400
20942,8,KOK,441,780,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,203,,90.95,TRUE,Pre-Biop,400
20945,8,KOK,469,1043,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,203,,101.1,TRUE,Pre-Biop,400
20971,8,KOK,419,698,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,204,,94.89,TRUE,Pre-Biop,400
20976,8,KOK,436,861,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,204,,103.88,TRUE,Pre-Biop,400
20970,8,KOK,444,762,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,204,1,87.06,TRUE,Pre-Biop,400
20972,8,KOK,444,825,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,204,,94.26,TRUE,Pre-Biop,400
20973,8,KOK,444,843,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,204,,96.31,TRUE,Pre-Biop,400
20975,8,KOK,449,938,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,204,,103.62,TRUE,Pre-Biop,400
20978,8,KOK,452,925,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,204,,100.17,TRUE,Pre-Biop,400
20974,8,KOK,477,1034,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,204,,95.27,TRUE,Pre-Biop,400
20977,8,KOK,477,1025,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,204,,94.44,TRUE,Pre-Biop,400
20992,8,KOK,381,517,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,205,,93.48,TRUE,Pre-Biop,300
20993,8,KOK,383,508,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,205,,90.42,TRUE,Pre-Biop,300
20988,8,KOK,386,562,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,205,,97.72,TRUE,Pre-Biop,300
20989,8,KOK,441,816,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,205,,95.14,TRUE,Pre-Biop,400
20990,8,KOK,457,916,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,205,,95.97,TRUE,Pre-Biop,400
20987,8,KOK,464,997,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,205,1,99.8,TRUE,Pre-Biop,400
20991,8,KOK,467,961,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,205,,94.36,TRUE,Pre-Biop,400
21006,8,KOK,424,816,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,206,,107.05,TRUE,Pre-Biop,400
21004,8,KOK,436,784,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,206,,94.59,TRUE,Pre-Biop,400
21003,8,KOK,447,848,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,206,,94.95,TRUE,Pre-Biop,400
21005,8,KOK,449,843,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,206,,93.13,TRUE,Pre-Biop,400
21001,8,KOK,459,834,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,206,1,86.24,TRUE,Pre-Biop,400
21002,8,KOK,469,1025,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,206,,99.36,TRUE,Pre-Biop,400
20757,8,KOK,370,471,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,211,1,92.99,TRUE,Pre-Biop,300
20760,8,KOK,386,557,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,211,,96.85,TRUE,Pre-Biop,300
20762,8,KOK,439,807,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,211,,95.38,TRUE,Pre-Biop,400
20758,8,KOK,454,934,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,211,,99.81,TRUE,Pre-Biop,400
20759,8,KOK,454,898,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,211,,95.96,TRUE,Pre-Biop,400
20761,8,KOK,457,970,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,211,,101.63,TRUE,Pre-Biop,400
20795,8,KOK,386,557,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,,96.85,TRUE,Pre-Biop,300
20793,8,KOK,393,566,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,,93.25,TRUE,Pre-Biop,300
20789,8,KOK,398,662,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,,105,TRUE,Pre-Biop,300
20800,8,KOK,403,644,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,,98.39,TRUE,Pre-Biop,400
20790,8,KOK,426,789,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,,102.06,TRUE,Pre-Biop,400
20791,8,KOK,429,771,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,,97.65,TRUE,Pre-Biop,400
20799,8,KOK,429,816,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,,103.35,TRUE,Pre-Biop,400
20797,8,KOK,441,988,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,,115.2,TRUE,Pre-Biop,400
20794,8,KOK,447,907,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,,101.55,TRUE,Pre-Biop,400
20796,8,KOK,452,898,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,,97.24,TRUE,Pre-Biop,400
20798,8,KOK,462,934,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,,94.72,TRUE,Pre-Biop,400
20788,8,KOK,467,952,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,1,93.47,TRUE,Pre-Biop,400
20792,8,KOK,469,961,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,212,,93.15,TRUE,Pre-Biop,400
20811,8,KOK,396,598,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,213,,96.3,TRUE,Pre-Biop,300
20812,8,KOK,439,716,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,213,,84.63,TRUE,Pre-Biop,400
20810,8,KOK,452,789,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,213,1,85.44,TRUE,Pre-Biop,400
20826,8,KOK,411,698,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,214,,100.54,TRUE,Pre-Biop,400
20825,8,KOK,441,780,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,214,,90.95,TRUE,Pre-Biop,400
20822,8,KOK,444,907,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,214,1,103.62,TRUE,Pre-Biop,400
20824,8,KOK,452,934,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,214,,101.14,TRUE,Pre-Biop,400
20829,8,KOK,452,879,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,214,,95.19,TRUE,Pre-Biop,400
20827,8,KOK,457,943,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,214,,98.8,TRUE,Pre-Biop,400
20828,8,KOK,457,879,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,214,,92.1,TRUE,Pre-Biop,400
20823,8,KOK,477,1061,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,214,,97.76,TRUE,Pre-Biop,400
20830,8,KOK,482,1097,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,214,,97.96,TRUE,Pre-Biop,400
20852,8,KOK,408,653,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,96.15,TRUE,Pre-Biop,400
20851,8,KOK,416,725,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,100.71,TRUE,Pre-Biop,400
20853,8,KOK,421,743,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,99.57,TRUE,Pre-Biop,400
20859,8,KOK,424,762,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,99.97,TRUE,Pre-Biop,400
20850,8,KOK,426,762,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,98.57,TRUE,Pre-Biop,400
20854,8,KOK,426,698,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,90.29,TRUE,Pre-Biop,400
20858,8,KOK,426,816,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,105.55,TRUE,Pre-Biop,400
20861,8,KOK,426,816,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,105.55,TRUE,Pre-Biop,400
20855,8,KOK,431,762,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,95.18,TRUE,Pre-Biop,400
20849,8,KOK,439,798,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,94.32,TRUE,Pre-Biop,400
20863,8,KOK,439,825,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,97.51,TRUE,Pre-Biop,400
20860,8,KOK,441,834,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,97.24,TRUE,Pre-Biop,400
20862,8,KOK,449,907,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,100.2,TRUE,Pre-Biop,400
20848,8,KOK,452,879,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,95.19,TRUE,Pre-Biop,400
20857,8,KOK,454,925,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,98.85,TRUE,Pre-Biop,400
20856,8,KOK,457,889,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,,93.14,TRUE,Pre-Biop,400
20847,8,KOK,474,1025,,,9,22,1982,9/22/1982,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,219,1,96.25,TRUE,Pre-Biop,400
21372,8,KOK,388,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,,FALSE,Pre-Biop,300
21373,8,KOK,391,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,,FALSE,Pre-Biop,300
21370,8,KOK,401,553,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,85.76,TRUE,Pre-Biop,400
21366,8,KOK,406,666,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,99.52,TRUE,Pre-Biop,400
21369,8,KOK,408,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,,FALSE,Pre-Biop,400
21363,8,KOK,414,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,,FALSE,Pre-Biop,400
21364,8,KOK,414,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,,FALSE,Pre-Biop,400
21374,8,KOK,434,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,,FALSE,Pre-Biop,400
21371,8,KOK,436,843,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,101.71,TRUE,Pre-Biop,400
21375,8,KOK,441,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,,FALSE,Pre-Biop,400
21365,8,KOK,449,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,,FALSE,Pre-Biop,400
21362,8,KOK,457,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,1,,FALSE,Pre-Biop,400
21367,8,KOK,462,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,,FALSE,Pre-Biop,400
21368,8,KOK,469,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,195,,,FALSE,Pre-Biop,400
21391,8,KOK,391,576,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,96.36,TRUE,Pre-Biop,300
21390,8,KOK,393,576,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,94.9,TRUE,Pre-Biop,300
21381,8,KOK,408,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,,FALSE,Pre-Biop,400
21386,8,KOK,419,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,,FALSE,Pre-Biop,400
21384,8,KOK,421,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,,FALSE,Pre-Biop,400
21385,8,KOK,421,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,,FALSE,Pre-Biop,400
21389,8,KOK,421,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,,FALSE,Pre-Biop,400
21383,8,KOK,441,861,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,100.39,TRUE,Pre-Biop,400
21378,8,KOK,444,834,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,1,95.28,TRUE,Pre-Biop,400
21380,8,KOK,454,948,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,101.31,TRUE,Pre-Biop,400
21388,8,KOK,454,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,,FALSE,Pre-Biop,400
21387,8,KOK,467,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,,FALSE,Pre-Biop,400
21379,8,KOK,472,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,,FALSE,Pre-Biop,400
21382,8,KOK,472,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,196,,,FALSE,Pre-Biop,400
21399,8,KOK,393,557,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,197,,91.77,TRUE,Pre-Biop,300
21397,8,KOK,424,698,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,197,,91.57,TRUE,Pre-Biop,400
21396,8,KOK,426,771,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,197,1,99.73,TRUE,Pre-Biop,400
21398,8,KOK,434,771,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,197,,94.32,TRUE,Pre-Biop,400
21401,8,KOK,434,743,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,197,,90.89,TRUE,Pre-Biop,400
21400,8,KOK,449,916,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,197,,101.19,TRUE,Pre-Biop,400
21413,8,KOK,391,644,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,107.73,TRUE,Pre-Biop,300
21408,8,KOK,416,680,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,94.46,TRUE,Pre-Biop,400
21417,8,KOK,429,798,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,101.07,TRUE,Pre-Biop,400
21410,8,KOK,431,807,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,100.8,TRUE,Pre-Biop,400
21416,8,KOK,431,771,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,96.3,TRUE,Pre-Biop,400
21420,8,KOK,431,852,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,106.42,TRUE,Pre-Biop,400
21419,8,KOK,434,843,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,103.12,TRUE,Pre-Biop,400
21418,8,KOK,439,807,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,95.38,TRUE,Pre-Biop,400
21409,8,KOK,444,843,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,96.31,TRUE,Pre-Biop,400
21411,8,KOK,444,916,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,104.65,TRUE,Pre-Biop,400
21414,8,KOK,449,943,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,104.18,TRUE,Pre-Biop,400
21412,8,KOK,469,1075,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,104.21,TRUE,Pre-Biop,400
21415,8,KOK,477,997,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,,91.86,TRUE,Pre-Biop,400
21407,8,KOK,487,988,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,198,1,85.54,TRUE,Pre-Biop,400
21449,8,KOK,386,598,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,199,,103.98,TRUE,Pre-Biop,300
21451,8,KOK,414,698,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,199,,98.37,TRUE,Pre-Biop,400
21450,8,KOK,431,771,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,199,,96.3,TRUE,Pre-Biop,400
21447,8,KOK,439,857,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,199,1,101.29,TRUE,Pre-Biop,400
21453,8,KOK,457,952,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,199,,99.74,TRUE,Pre-Biop,400
21452,8,KOK,464,1016,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,199,,101.7,TRUE,Pre-Biop,400
21448,8,KOK,472,1070,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,199,,101.76,TRUE,Pre-Biop,400
21469,8,KOK,386,548,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,207,,95.28,TRUE,Pre-Biop,300
21466,8,KOK,401,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,207,1,,FALSE,Pre-Biop,400
21468,8,KOK,414,693,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,207,,97.66,TRUE,Pre-Biop,400
21467,8,KOK,419,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,207,,,FALSE,Pre-Biop,400
21470,8,KOK,424,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,207,,,FALSE,Pre-Biop,400
21471,8,KOK,447,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,207,,,FALSE,Pre-Biop,400
21481,8,KOK,431,712,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,208,,88.93,TRUE,Pre-Biop,400
21478,8,KOK,436,762,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,208,,91.94,TRUE,Pre-Biop,400
21480,8,KOK,449,843,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,208,,93.13,TRUE,Pre-Biop,400
21482,8,KOK,472,1061,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,208,,100.9,TRUE,Pre-Biop,400
21477,8,KOK,474,961,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,208,1,90.24,TRUE,Pre-Biop,400
21479,8,KOK,485,1152,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,208,,100.98,TRUE,Pre-Biop,400
21487,8,KOK,454,943,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,209,,100.77,TRUE,Pre-Biop,400
21486,8,KOK,459,966,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,209,1,99.89,TRUE,Pre-Biop,400
21517,8,KOK,421,743,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,"2,3","2,3",1,,Fall,210,1,99.57,TRUE,Pre-Biop,400
21215,8,KOK,388,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,215,1,,FALSE,Pre-Biop,300
21219,8,KOK,406,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,215,,,FALSE,Pre-Biop,400
21221,8,KOK,414,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,215,,,FALSE,Pre-Biop,400
21217,8,KOK,416,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,215,,,FALSE,Pre-Biop,400
21220,8,KOK,419,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,215,,,FALSE,Pre-Biop,400
21224,8,KOK,419,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,215,,,FALSE,Pre-Biop,400
21223,8,KOK,439,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,215,,,FALSE,Pre-Biop,400
21218,8,KOK,454,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,215,,,FALSE,Pre-Biop,400
21222,8,KOK,454,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,215,,,FALSE,Pre-Biop,400
21216,8,KOK,462,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,215,,,FALSE,Pre-Biop,400
21225,8,KOK,469,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,215,,,FALSE,Pre-Biop,400
21238,8,KOK,365,403,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,216,,82.88,TRUE,Pre-Biop,300
21236,8,KOK,396,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,216,,,FALSE,Pre-Biop,300
21235,8,KOK,431,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,216,,,FALSE,Pre-Biop,400
21234,8,KOK,439,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,216,,,FALSE,Pre-Biop,400
21233,8,KOK,449,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,216,1,,FALSE,Pre-Biop,400
21237,8,KOK,454,,,,9,23,1982,9/23/1982,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,216,,,FALSE,Pre-Biop,400
